Table KS17 Cars or Vans*
Table population: All households
Geographical level: Output Area 

,"All households","Percentage of households with cars or vans None","Percentage of households with cars or vans One","Percentage of households with cars or vans Two","Percentage of households with cars or vans Three","Percentage of households with cars or vans Four or more","Total number of cars or vans in the area"
"60RE000408",45,11.11,40.00,46.67,-,2.22,66
"60RE000409",30,10.00,66.67,13.33,10.00,-,37
"60RE000410",57,29.82,56.14,12.28,1.75,-,49
"60RE000411",59,61.02,28.81,8.47,1.69,-,30
"60RE000412",47,85.11,14.89,-,-,-,7
"60RE000413",45,35.56,60.00,4.44,-,-,31
"60RE000414",42,50.00,35.71,14.29,-,-,27
"60RE000415",50,32.00,50.00,18.00,-,-,43
"60RE000416",53,47.17,39.62,7.55,5.66,-,38
"60RE000417",43,27.91,55.81,13.95,2.33,-,39
"60RE000418",78,32.05,55.13,11.54,1.28,-,64
"60RE000419",58,31.03,53.45,13.79,1.72,-,50
"60RE000420",72,30.56,55.56,12.50,1.39,-,61
"60RE000421",71,39.44,46.48,11.27,2.82,-,55
"60RE000422",64,43.75,45.31,10.94,-,-,43
"60RE000423",61,24.59,52.46,21.31,1.64,-,61
"60RE000424",42,23.81,61.90,11.90,2.38,-,39
"60RE000425",61,42.62,45.90,11.48,-,-,42
"60RE000426",42,52.38,38.10,9.52,-,-,24
"60RE000427",49,46.94,42.86,10.20,-,-,31
"60RE000428",48,35.42,50.00,10.42,4.17,-,40
"60RE000429",52,44.23,44.23,11.54,-,-,35
"60RE000430",50,46.00,36.00,18.00,-,-,36
"60RE000431",78,67.95,26.92,2.56,1.28,1.28,34
"60RE000432",52,21.15,50.00,26.92,1.92,-,57
"60RE000433",51,58.82,39.22,1.96,-,-,22
"60RE000434",46,58.70,30.43,8.70,2.17,-,25
"60RE000435",46,32.61,54.35,10.87,-,2.17,40
"60RE000436",41,58.54,39.02,2.44,-,-,18
"60RE000437",43,76.74,23.26,-,-,-,10
"60RE000438",40,47.50,47.50,5.00,-,-,23
"60RE000439",36,41.67,47.22,2.78,8.33,-,28
"60RE000440",26,80.77,15.38,3.85,-,-,6
"60RE000441",51,60.78,33.33,5.88,-,-,23
"60RE000442",46,39.13,43.48,10.87,6.52,-,39
"60RE000443",49,46.94,38.78,12.24,2.04,-,34
"60RE000444",40,35.00,42.50,15.00,7.50,-,38
"60RE000445",69,26.09,47.83,26.09,-,-,69
"60RE000446",42,42.86,50.00,7.14,-,-,27
"60RE000447",54,55.56,42.59,1.85,-,-,25
"60RE000448",52,25.00,36.54,32.69,3.85,1.92,64
"60RE000449",46,34.78,56.52,8.70,-,-,34
"60RE000450",45,17.78,44.44,31.11,4.44,2.22,58
"60RE000451",45,13.33,37.78,42.22,6.67,-,64
"60RE000452",31,12.90,41.94,41.94,3.23,-,42
"60RE000453",68,14.71,54.41,22.06,5.88,2.94,87
"60RE000454",52,26.92,42.31,26.92,3.85,-,56
"60RE000455",43,9.30,44.19,39.53,4.65,2.33,63
"60RE000456",66,9.09,51.52,34.85,4.55,-,89
"60RE000457",27,7.41,44.44,40.74,3.70,3.70,41
"60RE000458",21,4.76,33.33,52.38,4.76,4.76,36
"60RE000459",60,5.00,56.67,36.67,1.67,-,81
"60RE000460",46,8.70,39.13,50.00,2.17,-,67
"60RE000461",76,11.84,60.53,26.32,1.32,-,89
"60RE000462",42,9.52,50.00,35.71,4.76,-,57
"60RE000463",68,54.41,36.76,7.35,1.47,-,38
"60RE000464",48,8.33,43.75,39.58,6.25,2.08,73
"60RE000465",67,49.25,25.37,25.37,-,-,51
"60RE000466",42,9.52,66.67,23.81,-,-,48
"60RE000467",48,14.58,43.75,39.58,2.08,-,62
"60RE000468",63,38.10,50.79,11.11,-,-,46
"60RE000469",74,22.97,58.11,14.86,2.70,1.35,75
"60RE000470",57,22.81,61.40,14.04,1.75,-,54
"60RE000471",46,45.65,36.96,10.87,2.17,4.35,43
"60RE000472",61,26.23,54.10,19.67,-,-,57
"60RE000473",47,34.04,44.68,17.02,4.26,-,43
"60RE000474",46,10.87,41.30,43.48,4.35,-,65
"60RE000475",66,15.15,54.55,28.79,1.52,-,77
"60RE000476",72,33.33,48.61,15.28,1.39,1.39,65
"60RE000477",39,28.21,56.41,12.82,-,2.56,36
"60RE000478",43,11.63,62.79,23.26,2.33,-,50
"60RE000479",56,26.79,62.50,7.14,3.57,-,49
"60RE000480",79,22.78,50.63,25.32,1.27,-,83
"60RE000481",41,43.90,41.46,12.20,2.44,-,30
"60RE000482",66,21.21,40.91,33.33,4.55,-,80
"60RE000483",77,18.18,51.95,27.27,2.60,-,88
"60RE000484",70,37.14,54.29,7.14,1.43,-,51
"60RE000485",44,22.73,47.73,22.73,6.82,-,50
"60RE000486",64,43.75,43.75,10.94,1.56,-,45
"60RE000487",58,63.79,32.76,1.72,1.72,-,24
"60RE000488",76,26.32,65.79,7.89,-,-,62
"60RE000489",55,21.82,54.55,20.00,1.82,1.82,59
"60RE000490",50,26.00,60.00,10.00,4.00,-,46
"60RE000491",46,28.26,58.70,10.87,2.17,-,40
"60RE000492",54,33.33,48.15,11.11,3.70,3.70,52
"60RE000493",49,38.78,46.94,10.20,4.08,-,39
"60RE000494",42,40.48,47.62,11.90,-,-,30
"60RE000495",50,36.00,56.00,8.00,-,-,36
"60RE000496",49,46.94,44.90,8.16,-,-,30
"60RE000497",46,32.61,50.00,15.22,2.17,-,40
"60RE000498",69,55.07,36.23,7.25,1.45,-,38
"60RE000499",83,24.10,63.86,9.64,2.41,-,75
"60RE000500",54,46.30,44.44,9.26,-,-,34
"60RE000501",90,48.89,37.78,11.11,-,2.22,62
"60RE000502",50,76.00,24.00,-,-,-,12
"60RE000503",46,58.70,36.96,4.35,-,-,21
"60RE000504",39,64.10,28.21,7.69,-,-,17
"60RE000505",54,48.15,40.74,11.11,-,-,34
"60RE000506",44,4.55,59.09,29.55,6.82,-,61
"60RE000507",52,5.77,51.92,36.54,5.77,-,74
"60RE000508",42,2.38,47.62,42.86,7.14,-,65
"60RE000509",75,9.33,53.33,30.67,6.67,-,101
"60RE000510",63,15.87,55.56,22.22,4.76,1.59,76
"60RE000511",47,14.89,53.19,27.66,2.13,2.13,58
"60RE000512",56,21.43,51.79,21.43,5.36,-,62
"60RE000513",43,25.58,55.81,16.28,2.33,-,41
"60RE000514",35,17.14,48.57,22.86,8.57,2.86,46
"60RE000515",49,18.37,69.39,10.20,-,2.04,48
"60RE000516",50,36.00,48.00,12.00,2.00,2.00,43
"60RE000517",52,30.77,48.08,21.15,-,-,47
"60RE000518",66,12.12,60.61,21.21,4.55,1.52,81
"60RE000519",51,11.76,54.90,29.41,-,3.92,66
"60RE000520",56,16.07,46.43,35.71,1.79,-,69
"60RE000521",41,14.63,43.90,39.02,2.44,-,53
"60RE000522",62,25.81,41.94,27.42,4.84,-,69
"60RE000523",50,26.00,50.00,22.00,2.00,-,50
"60RE000524",46,8.70,67.39,17.39,6.52,-,56
"60RE000525",74,9.46,45.95,31.08,12.16,1.35,111
"60RE000526",75,2.67,37.33,52.00,6.67,1.33,125
"60RE000527",38,34.21,55.26,10.53,-,-,29
"60RE000528",20,-,70.00,25.00,5.00,-,27
"60RE000529",63,12.70,39.68,36.51,7.94,3.17,97
"60RE000530",39,7.69,46.15,35.90,7.69,2.56,65
"60RE000531",41,7.32,53.66,34.15,4.88,-,56
"60RE000532",30,13.33,43.33,30.00,6.67,6.67,45
"60RE000533",32,53.13,37.50,9.38,-,-,18
"60RE000534",62,37.10,46.77,14.52,1.61,-,50
"60RE000535",62,35.48,51.61,11.29,1.61,-,49
"60RE000536",61,32.79,63.93,3.28,-,-,43
"60RE000537",45,28.89,51.11,13.33,4.44,2.22,45
"60RE000538",39,20.51,48.72,28.21,2.56,-,44
"60RE000539",68,23.53,57.35,16.18,1.47,1.47,68
"60RE000540",40,22.50,55.00,15.00,5.00,2.50,44
"60RE000541",44,15.91,59.09,15.91,6.82,2.27,53
"60RE000542",58,18.97,55.17,22.41,3.45,-,64
"60RE000543",42,19.05,30.95,38.10,9.52,2.38,61
"60RE000544",47,8.51,40.43,40.43,10.64,-,72
"60RE000545",47,38.30,48.94,8.51,4.26,-,37
"60RE000546",40,20.00,57.50,20.00,2.50,-,42
"60RE000547",73,8.22,39.73,49.32,2.74,-,107
"60RE000548",78,5.13,44.87,44.87,5.13,-,117
"60RE000549",51,9.80,66.67,19.61,1.96,1.96,62
"60RE000550",69,8.70,52.17,36.23,2.90,-,92
"60RE000551",41,39.02,56.10,2.44,2.44,-,28
"60RE000552",66,45.45,48.48,3.03,3.03,-,42
"60RE000553",51,37.25,45.10,15.69,1.96,-,42
"60RE000554",70,-,35.71,60.00,4.29,-,118
"60RE000555",20,30.00,55.00,5.00,5.00,5.00,20
"60RE000556",68,23.53,69.12,7.35,-,-,57
"60RE000557",72,51.39,33.33,13.89,1.39,-,47
"60RE000558",76,42.11,42.11,13.16,2.63,-,58
"60RE000559",73,6.85,49.32,41.10,1.37,1.37,103
"60RE000560",54,48.15,29.63,18.52,1.85,1.85,43
"60RE000561",51,43.14,49.02,5.88,-,1.96,35
"60RE000562",48,31.25,60.42,8.33,-,-,37
"60RE000563",81,56.79,35.80,6.17,1.23,-,42
"60RE000564",68,36.76,54.41,7.35,-,1.47,52
"60RE000565",57,40.35,43.86,15.79,-,-,43
"60RE000566",63,39.68,52.38,6.35,1.59,-,44
"60RE000567",33,33.33,48.48,18.18,-,-,28
"60RE000568",64,35.94,46.88,10.94,4.69,1.56,57
"60RE000569",41,21.95,65.85,12.20,-,-,37
"60RE000570",41,56.10,34.15,9.76,-,-,22
"60RE000571",40,17.50,70.00,12.50,-,-,38
"60RE000572",54,25.93,44.44,24.07,3.70,1.85,60
"60RE000573",46,30.43,47.83,17.39,4.35,-,44
"60RE000574",69,26.09,49.28,15.94,7.25,1.45,75
"60RE000575",55,52.73,38.18,7.27,1.82,-,32
"60RE000576",55,54.55,34.55,9.09,1.82,-,32
"60RE000577",53,39.62,47.17,11.32,1.89,-,40
"60RE000578",48,37.50,52.08,10.42,-,-,35
"60RE000579",47,27.66,51.06,12.77,8.51,-,48
"60RE000580",52,28.85,53.85,15.38,-,1.92,48
"60RE000581",52,38.46,44.23,15.38,1.92,-,42
"60RE000582",39,38.46,38.46,20.51,-,2.56,35
"60RE000583",39,30.77,53.85,15.38,-,-,33
"60RE000584",42,45.24,42.86,9.52,2.38,-,29
"60RE000585",47,53.19,36.17,10.64,-,-,27
"60RE000586",55,32.73,41.82,25.45,-,-,51
"60RE000587",58,10.34,44.83,41.38,3.45,-,80
"60RE000588",58,8.62,46.55,32.76,8.62,3.45,90
"60RE000589",72,6.94,43.06,43.06,6.94,-,108
"60RE000590",71,4.23,42.25,42.25,9.86,1.41,115
"60RE000591",67,10.45,55.22,31.34,2.99,-,85
"60RE000592",59,3.39,42.37,52.54,1.69,-,90
"60RE000593",55,45.45,38.18,7.27,5.45,3.64,49
"60RE000594",41,4.88,39.02,56.10,-,-,62
"60RE000595",47,8.51,34.04,46.81,10.64,-,75
"60RE000596",42,14.29,33.33,45.24,7.14,-,61
"60RE000597",69,39.13,37.68,20.29,2.90,-,60
"60RE000598",43,16.28,62.79,18.60,2.33,-,46
"60RE000599",49,16.33,30.61,46.94,4.08,2.04,71
"60RE000600",60,46.67,38.33,11.67,3.33,-,43
"60RE000601",66,28.79,46.97,21.21,3.03,-,65
"60RE000602",66,40.91,48.48,9.09,1.52,-,47
"60RE000603",63,41.27,36.51,19.05,3.17,-,53
"60RE000604",61,60.66,26.23,9.84,1.64,1.64,35
"60RE000605",42,42.86,45.24,11.90,-,-,29
"60RE000606",41,46.34,46.34,7.32,-,-,25
"60RE000607",65,43.08,46.15,9.23,1.54,-,45
"60RE000608",31,25.81,58.06,16.13,-,-,28
"60RE000609",53,54.72,35.85,7.55,-,1.89,31
"60RE000610",30,33.33,50.00,13.33,3.33,-,26
"60RE000611",41,36.59,48.78,9.76,2.44,2.44,35
"60RE000612",61,47.54,39.34,13.11,-,-,40
"60RE000613",49,55.10,34.69,6.12,4.08,-,29
"60RE000614",73,71.23,23.29,5.48,-,-,25
"60RE000615",67,31.34,47.76,19.40,-,1.49,62
"60RE000616",58,70.69,29.31,-,-,-,17
"60RE000617",38,28.95,55.26,7.89,7.89,-,36
"60RE000618",76,15.79,50.00,26.32,5.26,2.63,102
"60RE000619",70,32.86,50.00,14.29,2.86,-,61
"60RE000620",69,24.64,55.07,17.39,1.45,1.45,71
"60RE000621",60,56.67,41.67,1.67,-,-,27
"60RE000622",46,21.74,58.70,15.22,2.17,2.17,49
"60RE000623",79,43.04,40.51,7.59,6.33,2.53,69
"60RE000624",51,33.33,54.90,11.76,-,-,40
"60RE000625",80,42.50,52.50,5.00,-,-,50
"60RE000626",76,35.53,61.84,2.63,-,-,51
"60RE000627",67,40.30,49.25,7.46,1.49,1.49,51
"60RE000628",64,34.38,48.44,17.19,-,-,53
"60RE000629",42,54.76,30.95,14.29,-,-,25
"60RE000630",62,33.87,43.55,22.58,-,-,55
"60RE000631",74,27.03,44.59,27.03,-,1.35,77
"60RE000632",31,22.58,51.61,25.81,-,-,32
"60RE000633",72,52.78,34.72,12.50,-,-,43
"60RE000634",70,35.71,45.71,18.57,-,-,58
"60RE000635",81,51.85,30.86,13.58,1.23,2.47,58
"60RE000636",61,50.82,31.15,14.75,-,3.28,45
"60RE000637",55,50.91,43.64,3.64,1.82,-,31
"60RE000638",38,47.37,39.47,10.53,2.63,-,26
"60RE000639",67,17.91,44.78,34.33,1.49,1.49,83
"60RE000640",57,3.51,29.82,52.63,10.53,3.51,103
"60RE000641",39,5.13,30.77,48.72,7.69,7.69,72
"60RE000642",50,6.00,50.00,40.00,4.00,-,71
"60RE000643",72,1.39,50.00,41.67,4.17,2.78,113
"60RE000644",37,5.41,51.35,40.54,2.70,-,52
"60RE000645",41,12.20,41.46,36.59,9.76,-,59
"60RE000646",57,3.51,42.11,47.37,7.02,-,90
"60RE000647",54,3.70,42.59,40.74,12.96,-,88
"60RE000648",53,3.77,43.40,49.06,3.77,-,81
"60RE000649",50,6.00,50.00,38.00,2.00,4.00,74
"60RE000650",58,10.34,53.45,27.59,8.62,-,78
"60RE000651",50,8.00,44.00,46.00,2.00,-,71
"60RE000652",40,-,47.50,45.00,5.00,2.50,65
"60RE000653",61,9.84,63.93,22.95,3.28,-,73
"60RE000654",44,9.09,56.82,31.82,2.27,-,56
"60RE000655",69,2.90,37.68,47.83,8.70,2.90,118
"60RE000656",56,1.79,33.93,51.79,10.71,1.79,99
"60RE000657",59,11.86,42.37,33.90,8.47,3.39,88
"60RE000658",52,7.69,36.54,44.23,7.69,3.85,91
"60RE000659",30,3.33,43.33,50.00,3.33,-,46
"60RE000660",42,47.62,35.71,14.29,2.38,-,30
"60RE000661",57,63.16,28.07,7.02,1.75,-,27
"60RE000662",71,33.80,52.11,11.27,2.82,-,59
"60RE000663",60,55.00,41.67,3.33,-,-,29
"60RE000664",51,31.37,58.82,7.84,1.96,-,41
"60RE000665",52,5.77,40.38,48.08,5.77,-,80
"60RE000666",43,6.98,27.91,55.81,9.30,-,72
"60RE000667",53,1.89,39.62,49.06,7.55,1.89,90
"60RE000668",68,8.82,41.18,48.53,1.47,-,97
"60RE000669",47,17.02,61.70,19.15,2.13,-,50
"60RE000670",42,38.10,45.24,14.29,2.38,-,34
"60RE000671",60,21.67,53.33,21.67,3.33,-,64
"60RE000672",47,2.13,34.04,51.06,12.77,-,82
"60RE000673",72,18.06,52.78,23.61,4.17,1.39,85
"60RE000674",68,25.00,58.82,11.76,1.47,2.94,68
"60RE000675",63,28.57,57.14,12.70,-,1.59,56
"60RE000676",47,17.02,57.45,25.53,-,-,51
"60RE000677",44,9.09,50.00,34.09,6.82,-,61
"60RE000678",33,-,36.36,63.64,-,-,54
"60RE000679",67,41.79,44.78,13.43,-,-,48
"60RE000680",65,63.08,26.15,10.77,-,-,31
"60RE000681",58,46.55,46.55,5.17,-,1.72,37
"60RE000682",45,44.44,48.89,4.44,2.22,-,29
"60RE000683",67,23.88,55.22,19.40,1.49,-,66
"60RE000684",65,44.62,40.00,12.31,1.54,1.54,49
"60RE000685",66,28.79,51.52,16.67,1.52,1.52,63
"60RE000686",51,7.84,25.49,50.98,9.80,5.88,94
"60RE000687",40,12.50,40.00,40.00,7.50,-,57
"60RE000688",57,24.56,42.11,26.32,3.51,3.51,69
"60RE000689",22,9.09,40.91,45.45,4.55,-,32
"60RE000690",57,10.53,31.58,42.11,12.28,3.51,95
"60RE000691",37,24.32,56.76,18.92,-,-,35
"60RE000692",46,2.17,30.43,45.65,19.57,2.17,91
"60RE000693",67,11.94,31.34,47.76,4.48,4.48,109
"60RE000694",33,3.03,39.39,36.36,15.15,6.06,64
"60RE000695",21,-,33.33,57.14,9.52,-,37
"60RE000696",70,4.29,58.57,30.00,7.14,-,98
"60RE000697",40,7.50,57.50,30.00,2.50,2.50,54
"60RE000698",48,20.83,58.33,16.67,4.17,-,50
"60RE000699",61,42.62,36.07,11.48,3.28,6.56,59
"60RE000700",48,58.33,35.42,6.25,-,-,23
"60RE000701",24,-,25.00,58.33,8.33,8.33,48
"60RE000702",50,54.00,34.00,12.00,-,-,29
"60RE000703",59,28.81,50.85,16.95,3.39,-,56
"60RE000704",43,6.98,41.86,27.91,18.60,4.65,77
"60RE000705",35,20.00,45.71,31.43,2.86,-,41
"60RE000706",31,19.35,48.39,19.35,3.23,9.68,49
"60RE000707",58,34.48,46.55,15.52,1.72,1.72,52
"60RE000708",49,28.57,53.06,14.29,2.04,2.04,48
"60RE000709",34,2.94,70.59,23.53,2.94,-,43
"60RE000710",29,27.59,48.28,24.14,-,-,28
"60RE000711",30,10.00,33.33,33.33,23.33,-,51
"60RE000712",56,5.36,35.71,41.07,16.07,1.79,99
"60RE000713",39,5.13,43.59,41.03,7.69,2.56,62
"60RE000714",28,3.57,50.00,39.29,7.14,-,42
"60RE000715",40,17.50,47.50,30.00,5.00,-,49
"60RE000716",43,32.56,39.53,20.93,4.65,2.33,45
"60RE000717",41,36.59,48.78,14.63,-,-,32
"60RE000718",49,2.04,30.61,51.02,6.12,10.20,95
"60RE000719",25,24.00,52.00,24.00,-,-,25
"60RE000720",58,50.00,46.55,1.72,1.72,-,32
"60RE000721",33,12.12,69.70,18.18,-,-,35
"60RE000722",85,68.24,29.41,2.35,-,-,29
"60RE000723",60,38.33,46.67,13.33,-,1.67,50
"60RE000724",45,26.67,60.00,8.89,2.22,2.22,48
"60RE000725",36,44.44,50.00,5.56,-,-,22
"60RE000726",65,18.46,52.31,21.54,7.69,-,77
"60RE000727",24,29.17,50.00,12.50,8.33,-,24
"60RE000728",23,4.35,43.48,43.48,4.35,4.35,37
"60RE000729",26,7.69,57.69,26.92,7.69,-,35
"60RE000730",28,14.29,42.86,32.14,10.71,-,39
"60RE000731",44,9.09,25.00,54.55,9.09,2.27,76
"60RE000732",35,22.86,54.29,22.86,-,-,35
"60RE000733",26,30.77,46.15,19.23,3.85,-,25
"60RE000734",26,26.92,42.31,19.23,7.69,3.85,31
"60RE000735",52,19.23,59.62,17.31,3.85,-,55
"60RE000736",52,23.08,57.69,19.23,-,-,50
"60RE000737",47,2.13,51.06,36.17,8.51,2.13,74
"60RE000738",35,28.57,45.71,20.00,5.71,-,36
"60RE000739",40,22.50,55.00,22.50,-,-,40
"60RE000740",59,47.46,45.76,5.08,1.69,-,36
"60RE000741",29,31.03,55.17,13.79,-,-,24
"60RE000742",50,46.00,42.00,8.00,4.00,-,35
"60RE000743",56,3.57,66.07,28.57,1.79,-,72
"60RE000744",41,36.59,39.02,21.95,-,2.44,38
"60RE000745",54,25.93,53.70,18.52,1.85,-,52
"60RE000746",34,26.47,38.24,32.35,2.94,-,38
"60RE000747",22,-,36.36,45.45,18.18,-,40
"60RE000748",45,8.89,48.89,26.67,11.11,4.44,69
"60RE000749",47,10.64,38.30,40.43,8.51,2.13,72
"60RE000750",46,-,45.65,43.48,8.70,2.17,77
"60RE000751",34,29.41,52.94,17.65,-,-,30
"60RE000752",30,40.00,43.33,16.67,-,-,23
"60RE000753",50,42.00,40.00,14.00,4.00,-,40
"60RE000754",24,8.33,54.17,33.33,-,4.17,33
"60RE000755",60,15.00,50.00,28.33,3.33,3.33,79
"60RE000756",44,9.09,52.27,22.73,13.64,2.27,65
"60RE000757",53,9.43,54.72,30.19,3.77,1.89,72
"60RE000758",75,5.33,44.00,42.67,6.67,1.33,116
"60RE000759",41,4.88,46.34,34.15,9.76,4.88,67
"60RE000760",28,3.57,32.14,53.57,7.14,3.57,49
"60RE000761",22,-,31.82,59.09,9.09,-,39
"60RE000762",62,6.45,40.32,40.32,9.68,3.23,107
"60RE000763",47,34.04,44.68,12.77,6.38,2.13,47
"60RE000764",41,7.32,63.41,21.95,4.88,2.44,54
"60RE000765",63,55.56,36.51,7.94,-,-,33
"60RE000766",26,42.31,46.15,7.69,3.85,-,19
"60RE000767",48,14.58,47.92,33.33,4.17,-,61
"60RE000768",38,15.79,55.26,23.68,5.26,-,45
"60RE000769",58,65.52,31.03,3.45,-,-,22
"60RE000770",33,42.42,45.45,12.12,-,-,23
"60RE000771",61,6.56,60.66,29.51,3.28,-,79
"60RE000772",24,8.33,50.00,37.50,4.17,-,33
"60RE000773",26,34.62,57.69,7.69,-,-,19
"60RE000774",60,43.33,48.33,8.33,-,-,39
"60RE000775",39,-,43.59,51.28,2.56,2.56,65
"60RE000776",44,4.55,34.09,56.82,2.27,2.27,72
"60RE000777",29,27.59,51.72,13.79,6.90,-,29
"60RE000778",59,33.90,50.85,11.86,3.39,-,50
"60RE000779",41,-,36.59,53.66,7.32,2.44,72
"60RE000780",42,-,45.24,38.10,11.90,4.76,74
"60RE000781",41,4.88,26.83,41.46,17.07,9.76,84
"60RE000782",41,12.20,31.71,36.59,9.76,9.76,71
"60RE000783",41,9.76,56.10,24.39,9.76,-,55
"60RE000784",52,15.38,50.00,28.85,3.85,1.92,66
"60RE000785",55,3.64,41.82,30.91,10.91,12.73,103
"60RE000786",38,-,18.42,52.63,21.05,7.89,83
"60RE000787",61,22.95,49.18,22.95,4.92,-,67
"60RE000788",34,23.53,47.06,29.41,-,-,36
"60RE000789",33,36.36,51.52,12.12,-,-,25
"60RE000790",52,13.46,50.00,34.62,1.92,-,65
"60RE000791",99,17.17,49.49,29.29,2.02,2.02,121
"60RE000792",46,19.57,54.35,21.74,2.17,2.17,52
"60RE000793",49,32.65,51.02,14.29,2.04,-,42
"60RE000794",65,18.46,55.38,20.00,4.62,1.54,75
"60RE000795",23,-,39.13,43.48,17.39,-,41
"60RE000796",46,28.26,54.35,15.22,2.17,-,42
"60RE000797",35,28.57,48.57,17.14,5.71,-,35
"60RE000798",62,53.23,41.94,4.84,-,-,32
"60RE000799",32,50.00,46.88,-,3.13,-,18
"60RE000800",40,37.50,30.00,32.50,-,-,38
"60RE000801",52,11.54,59.62,15.38,9.62,3.85,72
"60RE000802",36,38.89,52.78,5.56,2.78,-,26
"60RE000803",100,30.00,59.00,11.00,-,-,81
"60RE000804",54,37.04,50.00,12.96,-,-,41
"60RE000805",42,42.86,50.00,4.76,2.38,-,28
"60RE000806",31,3.23,58.06,38.71,-,-,42
"60RE000807",46,30.43,45.65,21.74,2.17,-,44
"60RE000808",37,16.22,67.57,16.22,-,-,37
"60RE000809",83,21.69,67.47,9.64,1.20,-,75
"60RE000810",40,65.00,32.50,2.50,-,-,15
"60RE000811",50,56.00,38.00,4.00,2.00,-,26
"60RE000812",75,12.00,37.33,42.67,8.00,-,110
"60RE000813",59,47.46,47.46,3.39,1.69,-,35
"60RE000814",42,73.81,26.19,-,-,-,11
"60RE000815",48,54.17,39.58,6.25,-,-,25
"60RE000816",37,18.92,48.65,29.73,2.70,-,43
"60RE000817",45,11.11,55.56,26.67,4.44,2.22,61
"60RE000818",74,5.41,35.14,54.05,4.05,1.35,119
"60RE000819",29,13.79,41.38,41.38,3.45,-,39
"60RE000820",45,-,40.00,60.00,-,-,72
"60RE000821",54,9.26,40.74,35.19,14.81,-,84
"60RE000822",61,1.64,47.54,45.90,3.28,1.64,95
"60RE000823",51,11.76,43.14,41.18,3.92,-,70
"60RE000824",58,5.17,53.45,34.48,5.17,1.72,90
"60RE000825",59,40.68,35.59,20.34,1.69,1.69,52
"60RE000826",38,42.11,52.63,-,5.26,-,26
"60RE000827",42,59.52,35.71,4.76,-,-,19
"60RE000828",56,53.57,35.71,8.93,1.79,-,33
"60RE000829",41,73.17,24.39,2.44,-,-,12
"60RE000830",40,15.00,52.50,27.50,2.50,2.50,50
"60RE000831",52,71.15,28.85,-,-,-,15
"60RE000832",58,-,27.59,65.52,6.90,-,104
"60RE000833",61,4.92,59.02,32.79,-,3.28,88
"60RE000834",42,2.38,42.86,45.24,9.52,-,68
"60RE000835",86,5.81,44.19,43.02,5.81,1.16,132
"60RE000836",39,7.69,23.08,51.28,15.38,2.56,71
"60RE000837",44,2.27,25.00,52.27,13.64,6.82,88
"60RE000838",67,8.96,67.16,23.88,-,-,77
"60RE000839",46,6.52,60.87,30.43,2.17,-,59
"60RE000840",57,10.53,52.63,31.58,5.26,-,75
"60RE000841",39,23.08,58.97,17.95,-,-,37
"60RE000842",61,27.87,62.30,8.20,1.64,-,51
"60RE000843",58,48.28,44.83,6.90,-,-,34
"60RE000844",120,69.17,26.67,2.50,1.67,-,44
"60RE000845",41,31.71,51.22,17.07,-,-,35
"60RE000846",48,45.83,45.83,8.33,-,-,30
"60RE000847",42,47.62,47.62,4.76,-,-,24
"60RE000848",47,40.43,53.19,6.38,-,-,31
"60RE000849",89,62.92,35.96,1.12,-,-,34
"60RE000850",40,22.50,62.50,12.50,-,2.50,40
"60RE000851",74,44.59,51.35,2.70,1.35,-,45
"60RE000852",78,60.26,33.33,6.41,-,-,36
"60RE000853",36,44.44,44.44,11.11,-,-,24
"60RE000854",62,25.81,59.68,12.90,1.61,-,56
"60RE000855",38,57.89,28.95,13.16,-,-,21
"60RE000856",33,48.48,36.36,15.15,-,-,22
"60RE000857",52,63.46,32.69,3.85,-,-,21
"60RE000858",84,25.00,54.76,17.86,2.38,-,82
"60RE000859",38,13.16,52.63,31.58,-,2.63,48
"60RE000860",70,10.00,62.86,27.14,-,-,82
"60RE000861",54,18.52,61.11,18.52,1.85,-,56
"60RE000862",43,18.60,53.49,25.58,2.33,-,48
"60RE000863",52,57.69,36.54,5.77,-,-,25
"60RE000864",41,48.78,48.78,-,2.44,-,23
"60RE000865",75,78.67,17.33,4.00,-,-,19
"60RE000866",42,59.52,35.71,4.76,-,-,19
"60RE000867",47,80.85,14.89,4.26,-,-,11
"60RE000868",89,80.90,19.10,-,-,-,17
"60RE000869",90,80.00,18.89,1.11,-,-,19
"60RE000870",46,15.22,39.13,41.30,4.35,-,62
"60RE000871",36,16.67,55.56,25.00,2.78,-,41
"60RE000872",50,50.00,42.00,8.00,-,-,29
"60RE000873",31,45.16,35.48,19.35,-,-,23
"60RE000874",113,17.70,50.44,24.78,7.08,-,137
"60RE000875",59,30.51,54.24,11.86,3.39,-,52
"60RE000876",25,8.00,48.00,44.00,-,-,34
"60RE000877",45,26.67,51.11,22.22,-,-,43
"60RE000878",42,47.62,50.00,2.38,-,-,23
"60RE000879",39,58.97,28.21,12.82,-,-,21
"60RE000880",54,25.93,55.56,16.67,1.85,-,51
"60RE000881",60,8.33,53.33,31.67,6.67,-,82
"60RE000882",45,66.67,20.00,11.11,2.22,-,22
"60RE000883",65,29.23,55.38,12.31,3.08,-,58
"60RE000884",61,8.20,54.10,32.79,3.28,1.64,83
"60RE000885",44,6.82,65.91,22.73,-,4.55,63
"60RE000886",51,7.84,47.06,37.25,5.88,1.96,76
"60RE000887",40,10.00,57.50,30.00,2.50,-,50
